text,airline_sentiment
dont know confirmation number name flight attendant supervisor,neutral
would love respond link supervisor tore ticket refused give name hid badge,negative
hey dre seatac check need raise stat dude gave amazing customer service made feel valued 👍,positive
respond friend cant respond directly,negative
ceo pilot among ardent fan wall street poughkeepsie journal,neutral
magic eight ball never steered wrong,positive
wanna help reimburse money cause band lose,negative
guy know musician sensitive safety instrument flying good reason,negative
ask teach marketing university gladly consult customer service treat passenger,negative
love respond positive tweet ignore problem w customer ask nola musician shameful,negative
im game youre buying,neutral
thanks,positive
mark th year new bluemanity plane design sun sentinel,positive
call made inflight crew fact asked u didnt bring,negative
last week bought plane ticket round trip fl amp fun look price today went nothappy,negative
youre welcome 👍👍👍,positive
ever looking intern,neutral
greatest airline ever 💕✈️💺 truebluepoints jetbluemember,positive
free wifi board best thing thats happened since sliced bread,positive
middle seat sfo gt bos fun keep getting credit would much rather working tv,negative
disappointed werent allowed bring aircraft approved carseat empty plane cool,negative
beatriz susan gate mco,positive
handled question like social medium pro good practice transportation system run friendly ai,positive
maybe supervisor find international checkin ftl hasnt moved minute yet employee picked pizza,negative
third flight row wife tv working,negative
wonderful thing,positive
personal email contact complaint know,negative
whats website cant access flight info,negative
thought,neutral
flight booking problem flight dc visit easter weekend started difficult ended well guy big fan,positive
i’m getting “it depends” vibe fair enough,neutral
flyfi thank seattle udub come,positive
know bar wish,positive
great flight orlando hartford week ago great get time arrive early,positive
increase charter service cuba travel agent,neutral
guy continue impress crew mco gate helped family seat issue professional,positive
loving free wifi legroom ✈️ seattlebound,positive
missing point flight left hour late flight allowed late flight still charge hr,negative
get leg room tonight b,neutral
nd time flying jetblue year armrest tv controller doesnt work agianand thats main reason fly jetblue 😔😓😤,negative
thats said last night though,negative
two team serve cinnabons flight bonsinthesky,negative
anything flyfi,positive
hey guy remembered lol bos flight delayed turn heat feel hotter pr,negative
celebrates year anniversary new livery,neutral
spoken rep im allowed check bag tsa checkpoint guarantee talking someone,negative
min line stood drop bag,negative
credit replying i’ll look forward hopefully one flight home tonight,positive
great flight always thank great crew flight travel jetblue,positive
got txt min sched dpt saying plane arrived jfk late flightr txt w dpt gate change dpt flight,negative
allowed drop bag flight running min late flight turn left hour late flight,negative
youre killing got smitten trueblue,positive
son left ipad flight jfk fll monday called left message heard back seat,negative
min response time im impressed im official trueblue jetblue get social,positive
thanks listening doesnt mean dont appreciate,positive
taken care dropped call total half hour wait love jetblue,negative
thank incredible customer svc gate flight mint experience magic,positive
thanks next see slog jfk city go,positive
social medium take flight fly likeagirl brand lesson learn smm brand,neutral
lekvhg want see cost would change flight,neutral
stood last night im giving second chance im boy tweeting airline asking fly home,negative
waited min got disconnect,negative
huge thanks crew flight flew dca sju monday night snow could plane,positive
cant make change website still charged dollar using phone,negative
planning btw excellent service crew dca sju sxm,positive
yes yes great trip thanks lift,positive
hotspot free wifi make happy jfk itsthelittlethings,positive
agent iad compounded problem making announcement jetbluemess,negative
head page longer exists,negative
deal,neutral
think well need selfie proof,neutral
wonder thats pilot tweeting back legal tweet fly plane front stop suddenly,negative
gorgeous day hope flight back tomorrow pleasant thanks,positive
say update dont work dont get paid jet blue money flight argh,negative
news gate option,negative
okayim actually tea kinda guy anyway thanks,positive
well im glad got sit airport place else id rather,negative
guessing call someone,negative
scheduled,negative
iad jfk still hasnt boarded whats today excuse gonna get work,negative
every time fly jfk even speed doesnt work waiting min nogood,negative
change flight already printed boarding pas,neutral
always pleasure ☺️,positive
lovely,positive
dump amex nassau news live,neutral
drop new video upcoming project thetakeover produced yponthebeat rt,neutral
